id,bio
188498,I make physical & digital things. Building product @classpass.
13177694,I'm an entity.
17252987,"A little tree eagering to grow big,strong and huge which can cover my loved friends and family."
14951226,"HKUST junior student.
Current Data analytics intern at ZingBox."
18689824,"I'm a Chicago native, unrepentant foodie, and life-long gamer who enjoys learning about new technologies of all sorts. 
"
6785009,"Computer Science student, love programming, books, videogames. Cybersec enthusiast. "
2424355,Created Metaphor UI Framework Currently @csun-metalab
23178311,????????????????????????????????????
11370833,Psychologist.
2968684,Android Developer who is passionate about learning new things besides Android.
29739330,"Hello! My name is William Simpson, I'm a Full Stack Web Development student at Bellevue University in Omaha, Nebraska"
12887683,I Do Stuff
903918,"Somewhat obsessed with GPUs, Lithium cells, and 3D Printers"
1324279,PHP/Drupal developer @Hydrant.
2981250,European ???????? ?? Digital native ??????????????? ?? @reactjs ?????? ?? Technology ???? ?? Future ???? Frontend-Lead Developer @swat_io by @diesocialisten ????????
5077880,Big Data Sherpa
1491228,"Hi, I'm Ben! Software intern @Quantcast. Past @ Qualcomm"
10672530,Mobile software developer
4499771,Hmmm. . I'm not afraid.
4552203,Designer of digital things.
34229283,CTIS guy who does stuff
8833582,intern @amzn. student @ucdavis
17993254,Software Engineer
11621414,"Learn new things, and share that learning."
16172142,"Large scale public opinion modelling using digital footprints.
PhD candidate @ULaval in computational social science. Lead data scientist @VoxPopLabs."
21256133,I am a student.
13330605,"Software Engineer, worked @Xululabs.
Masters Student @KyungHee University, South Korea.
Interested in Data Mining, Health Informatics and AI"
8346111,"Write the code, change the world!"
13762034,"Python Developer and Data Analyst with several years of experience.
Pursuing goal of becoming a Data Scientist."
11376704,Software Engineer at Mapan
11332398,"It's what you do in the dark, that puts you in the light."
20240656,"Software Engineer, PHP, JavaScript, jQuery, HTML, CSS, MongoDB, ELK, JSON, MySQL, Java, XML, Linux command line, Ubuntu, CentOS"
22886459,Student at Innopolis University
2081587,????????? ????? ?? ????? ??????
20716307,Student of software engineering in CES/JF 
2178968,"Developer from Brazil | :wolf:
"
1614479,Software engineer at Tech'advantage - https://www.tech-advantage.com -  MEAN Stack Enthusiast
4713626,"[Developer in Developing]..............
[Digital Business Evangelist]...........
[Strengths @Wordpress @jQuery @Angular2 @SASS @Nodejs @Laravel]"
31866122,"Interested in music production, renewable energy, writing, and learning."
8474381,Web Developer
26522557,Geek
1919284,Desenvolvedor Web
18055772,Java programmer
29787421,The main direction is computer vision through artificial intelligence.Studying during Graduate student period in @BUPT.
16392234,Student ugb
23407802,"Manisa Celal Bayar University Software Engineering Student
Junior Mobile Application Developer at @vngrs "
3249538,Head of Growth @keymetrics ! Data & App performance #Geek -  French  #Youtuber & #snapchatfamous
17519791,Sakarya University Computer Science Student
6521795,Please give me pie.
20436626,"The research interests of our team include machine learning, analysis of user behavior and graph minning"
202325,I make people's web dreams come true.
167227,"Author, Blogger, Philosopher"
2890392,Baidu Mobile Security Group
13325589,Hai Dam
3272221,A Evangelist???
32630520,I asked God for this to serve Him
8473137,I am a programmer with a lot of interesting ideas. I like learning different programming languages and building all types of software.
11475425,"javascript;
python;"
9087165,French computer science student (and sys admin on my spare time!)
18665601,"Economista do Minist??rio da Agricultura, Pecu??ria e Abastecimento."
29654093,???????????????
23130854,"I'm a software developer and artist who works with creative coding, illustration and virtual reality. Presently, I'm a grad student at NYU ITP."
24366008,"Student, an entrepreneur whose passion is Computer Science
Contributing to GCI-2017 @Cloud-CV @fossasia "
12541774,Working as iOS Developer.
8433587,Software engineer focused on solutions using open source and simply filling in the gaps to fulfill the requirements.
2181004,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????------Aaron
23325363,Software and Game System Engineer / Game Tool Programmer
24739823,I want to create jailbreaks and mostly just exploits. The picture is not me. Elmo O' Connor aka Bones. Almost all of the things you see are just ideas.
19475195,Full Stack Software Engineer
16943585,Macroeconomics | Data Science | Teaching
11707756,Ask me and you may know it!
6236892,??????????? moje kursy s?? na @Udemy |  Twitter@spejsops|  ????Snapchat @spejsops|   ???????????SE @trivago |  ????@fh_dortmund |  Founder @DOHack_io |  ????@Github Campus Exper
86942,"Maker, Coder, dTaz, Magniware, i6, OmersV, CDL, Flixel, xKobo, xOpenCola, xMicrosoft, xRogers, xBanks PGP: 1461 B05A 3D53 6710 634F 0106 A910 9147 B9D9 C742"
14953122,"Japanese high school student  /  
Hobby programmer(.js, .php)  /  
Co-admin of @KnzkDev "
32744612,"The only person you are destined to become is the person you decide to be. ???Ralph Waldo Emerson
"
24189924,hard work
529384,Full-Stack Engineer
6417083,Python Backend Developer
16195105,web developer
7032632,Making bugs and poor design choices
23464903,Student @ IT Sligo
1014203,Keep moving
11795186,"Geometra, Presidente del #sauroteamc5 ???, appassionato di mountain-bike ed aspirante sviluppatore web ????"
210156,"I make iOS apps, co-founded Charge Running, and play around with Machine Learning & Blockchain."
9376258,"I love developing software solutions that have positive impacts on people's lives. My main skill in code is Python, but I'm always looking for new challenges."
421240,"JavaScript Devloper, Open Source contributor."
4390316,"Coder & DevOps, working on Golang, Protobuf, gRPC, Kubernetes, Docker, Etcd, Flannel, Openshift, Openstack... also playing Grunt, Gulp, even Java & Python"
21255413,Android Developer
29647510,Hey there!
21288554,I joined this platform after taking the DIY Geo Apps MOOC offered by @esri. It would like to expand my expertise in coding for use with Web Apps.
26743496,Student from ITMO University
638139,"Hacker and Entrepreneur who enjoys innovation, learning by doing and discovering new technologies."
8249796,"Writer, Journalist, Content Creator, Entrepreneur"
19714694,Just because something works doesn???t mean it can???t be improved.
6509604,"Data extraction, Near Duplicate Identification, Machine Learning, Machine Translation, Pattern Recognition, Ranking etc."
424339,Founder of https://seedbloom.it
25825012,"Machine Learning, Mathematics, Music"
421861,Fullstack PHP Developer
3805473,CTO @OrcaHealth
10355852,Software Developer and Motorsport Enthusiast. 
6689319,Happy Coding.
683384,Full Stack Developer on @Projekod 
32340785,"Junior WordPress developper.
Beginning in the marvellous world of programmation.
Work hard, play hard !"
15948394,"French student, future engineer, currently having fun in the video game field in Canada."
29030969,"Gamer/Developer. Familiar with Lua, Java, HTML 5, CSS, JavaScript, AngularJS, and NodeJS."
160537,Senior Frontend Developer at R/GA S??o Paulo (@rga-sp)
33555487,high school student 3rd grade
10743387,Try to be an excellent programmer.
28998978,"B.Sc in Computer Science @ Sapienza - University of Rome, Security enthusiast."
17263598,Have a fun and Easy Program code.
142910,"Performance Engineer, passionate about images."
23454357,Learn deeply
6789593,what is an octocat and what does it have to do with this site
7311956,"Yury, 18, FEFU student.
What else?"
1255483,Front-end / iOS / Unity
4068,CS engineer; long time Python developer and GNU/Linux user
19404514,??????????????????
20496444,Touch fish.
1612537,"iOS Developer, Founder @SwipeLabs"
5895623,"Computer Science Engineer.
Graduated at 'Politecnico di Milano' in CSE, currently work for BSC in Barcelona.
"
8721858,Tokyo Institute of Technology / Computer Science M1 / High Performance Computing / DeepLearning Framework Optimization / TITAMAS / Fukuoka /
25479773,"Mobile Developer

Java e Android"
16675288,"Fullstack Developer, Information Technology Recruiter, and FAU Business graduate. 
"
3797445,Java Engineer
29609602,"While studying at Thinkful I have learned industry best practices  with a focus on HTML5, CSS3, JavaScript, Node, and React."
23562138,@JRobertoMoreno
18083784,Blog: qiaobaichuan.com
1226151,U good bro?
20360325,Enthusiastic Programmer | Budding Machine Learning and Computer Vision developer | Passionate Web Developer
16958917,Studying computer engineering at the University of Lleida.
227170,"I'm up-to-date with latest web in building high-quality custom-built web, mobile applications and best practices (SOLID, KISS) and trends such as TDD."
17937935,Smoke cigars while you code.. trust me.
17052849,"Hi, I'm Aelita; a computer nerd living in Canterbury, Kent. I play with programming languages, write stories and occasionally take pictures. Yay!"
32252692,tech-homing
3128382,Full-stack Web Developer | Web Guru | Problem-solver sums me up pretty well.
23535605,??????????????????????????????????????????
15246557,A student major in Applied Physics
3141704,Passionate about software efficiency.
16188556,Technical manager @ Arengu
7373233,????????????????????????
1631712,Production Analyst of top-ranked mobile apps and Software Engineer with expertise in web development.
23462840,Data Science Professional having Masters in computer science and BI with proven records of success in the collection and manipulation of large data sets.
5045760,Full Stack JavaScript Developer at SingleMind Consulting
13926758,"I'm currently studying statistics and economics in a french engineering school. I use emacs and I frequently work with R, SAS, python, lisp and C++."
26339176,"Did mining, Now coding."
8238886,Frontend Engineer @Placester. 
496221,"Every time I think I'm closer to the ""fullstack"", its definition changed."
1709986,I'm a Software Consultant
9432921,Hello! My name is Marcel Edmund Franke. I live in Berlin. I am a Backend Engineer with a focus on algorithms for distributed systems.
4522676,Optimistic
1422630,Infrastructure Engineer. Roboticist. Hackathoner. Whiskey Lover. 
10828015,Lead Game Programmer at Stormind Games
9303862,So long and thanks for all the fish ...
5279257,Nice to meet you! I'm Alex!
6593354,????
28655336,"Just a curious and in love by technology.
With more than 12 years working on IT areas, now exploring Python, just for fun! :)"
663177,Web Developer at Archrival
5916119,Co-founder @LegalRobot
19184361,Java Programmer
3385236,"Programming enthusiast, family man"
19861044,Web Developer
5815755,????
3952713,"iOS, JS, InfoSec"
17676000,graduate student
2496,Product Manager at @Spotify
11381171,"Interested in Software Engineering and Design.
My favourite languages are C++ and EcmaScript."
12792032,Android developer
527631,"??? HTML is the Interface 
??? MA Interface/Interaction Design 
??? #HTML5, #CSS, #JS & #NodeJS Dev 
??? UI/UX Designer
??? Maintainer of the @pattern-lab Node CLI"
17007926,University of Utah
507577,Software Developer @AppDirect
19583312,I like javascript
10275211,Quality Assurance Analyst at Razz Interactive for Websites and Digital Experiences. Also a student at 4Geeks Academy to soon become a full stack Developer!
4435990,"I don't even know
"
10385396,":boy: I am a simple boy !

Communication Network, Linuxer, Vimer, Pythoner"
5009136,game/web dev and music
13288741,step by step
18274910,Learning makes us stronger.
16987995,"Interested in anything tech. Working mostly on Android, Windows, Web Dev, Game Dev, IOT. "
7036770,Front-End Web Developer
20651620,"A load of C, C++ and x86 assembly."
11396888,Full stack developer at Unison (this account is inactive)
10073,fun hacks lol
18670060,"I'm 20, I'm currently a Computer Science student, focusing on network infrastructure and using the strands of my course to enhance my knowledge in the area."
26556802,"sitting on the roof top - 
watching the moon drop"
3139,"Python developer since 2003.
Backend developer @kytos.
Co-founder @EvoluxBR."
18121040, a thinking guy
612014,iOS Developer...
14838205,Studying computer science at the George Washington University
18147494,Web Designer & Developer
19299469,"My cat codes better than I do.
But usually I'm the one to type everything out. "
14857338,crush more!
17109714,"Lover of code, cats and videography. Currently at Grace Hopper and @FullstackAcademy. Previously at public television. Proudly from WI."
9035416,Web dev pest control.
28885102,"A CS undergrad who loves open-source development and a linux enthusiast
"
3635023,"(??????,???????????) => {????}  "
27868171,???? developing the @BestinMind
16540036,Full Stack Developer
25179226,computer science student
17565179,??????????????????????????????????????????????????????????????????
17528760,"Ask me about science, space, music and italian food. I also love building tech products from design to code, not really enjoying the bugs though! alien-attack!"
2510137,"Ph.D., Engineer"
16340245,CS student @ University of Helsinki
24504661,hi
10983798,Software Developer @fashioncloud 
10727296,Do the @FreeCodeCamp Camp thing.
17877213,"I just want to change my life.    
??????????????????AppCode"
6631436,"I am a Master's (first year) student in Computer Science at Brown University.

For more information, please view my website here: www.abhishekdutta.ml"
9918643,I'm a front leaning full stack web developer. I like building cool stuff.
18448459,"Studies Computer Science at Faculty of Electrical Engineering, Computer Science and Information Technology in Osijek"
7703128,Android Engineer Since 2016.07 - 2018.1
27312519,"Developer and creative-fellow, skilled in full stack Javascript. MySQL/MongoDB for data. 
Node/Express for server/routing. 
React with modern CSS for clients."
13200155,Microsoft MVP.Software Engineer.
8932920,"Sou um developer amante da Tecnologia que gosta de aprender novas formas de programar. Eterno aluno de C e PHP, tento me esfor??ar para ser um bom artista da web"
4054836,Functional programming learner
10704539,Programming doesn't mean Coding.
345347,^-^
4309117,Front-end engineer????
12218109,Be yourself. The world worships the original.
2418708,Freelance Product Designer
11698073,"I love math, programming, karate, and basketball. I code in HTML/CSS, Python, and Java. Creator of HiveSwarm: http://bit.ly/2ie7bFQ"
4230795,"Got PhD from Sichuan Univ., major in Computer Vision. Currently working in Dell EMC as Sr Engineer Technologist, CTO Advanced Development."
28047380,I'm a Web Developer since 2011. I've done multiple project. Also completed multiple training in this area. 
1839731,beard-lyfe
10371153,"Currently attending UW, Seattle."
8994609,iOS / Frontend Web / ROR Developer
10531844,"Buzzwords, buzzwords, buzzwords"
20646886,"Computer Science @ Ohio State
Incoming Amazon SDE Intern for summer 18"
3863675,Design + Code
32687840,https://www.codewars.com/users/mariam0107/completed_solutions
9486140,"Focus on Flink Streaming, interested in Cloud/k8s/ML
WeChat: Omg-Jying"
662636,"From St Petersburg, Russia, now living in Oakland, CA. Engineering Team Lead at Sensor Tower. Love distributed systems, networking, devops."
5058907,Android developer
3460750,"Software Engineer / Algo Trading

Founder DigitalTailwinds LLC"
11730593,ERLANG programmer
5668274,Aspiring iOS Developer // Musician // Design Dabbler // Japanese Learner
27890877,"B.tech(Information Technology) 
Coder
Programming is love.
Learn to explore new things."
5636199,????????????????????????????????????
1155012,"Freelance Software Engineer.
Past works. 
Atmoph Window(frontend).
English conversation with chat bot iOS app (Weblio Co. Ltd.)"
12567587,"The Universe is under no obligation to make sense to you. 
~Neil deGrasse Tysoon"
18063370,Tech moving to the Soft side of things. 
4678261,Graphic Designer
274932,"Managing director and software developer at @LoopFoundry. Fan of C#, .NET, and other @Microsoft open technologies."
18619875,"Developer, Indie Game Dev, 3D Artist.
Well, busy learning xD."
7414771,"Full Stack Developer JavaScript. Angular 2, 4. Vuejs and Vanilla JavaScript. Also PHP, CodeIgniter 3. 
"
28933090,just simple.need to know more about new technologies languages regard to IT field.
17406354,Machine Learning and Data Science enthusiast 
25195616,MERN developer with a broad range of interests. Studying back-end development on FreeCodeCamp 
26265146,"An senior student in Information and Science college,BLCU."
21099022,"What sleep, get up, you see you spoil yourself into what kind."
31275444,"Learner, Self taught web developer. Working as systems/application software developer."
6236693,"Mark Metcalf: What do you want to do with your life?  
Me: I wanna rock!  "
8459135,"Full Stack Web Developer from the cheesy steak motherland.
"
14899599,"Hello, I am a Full Stack Web Developer."
25243472,Computer Science and Engineering Undergraduate
11217843,"Javascript and PHP enthusiast.


Contact me {{my_github_username}}@gmail.com"
19556475,"Faculty of Sciences, University of Porto - Computer Science graduation. Love back-end development, new technology and DIY stuff."
5152648,"Android Developer and pythonic love, self-taught ???????????,."
28485033,"I am full stack Php web developer and  WordPress exper ,
I am expert in PHP,Java,SQL,MySQL,CSS,CSS3,Bootstrap,Material design bootstrap,JS, jquery, Ajax, html."
3078392,??????????????????????????????
9624267,"Computer Science student at UCL. 
I wanted to have a cool bio, but I'm not bothered. 
I can write some code."
3409740,"Mobile, web, and wearable developer, author of two books about mobile programming.  Recipient of Apple scholarship. Open to project opportunities. "
10940379,https://www.linkedin.com/in/mohamed-elshawaf-7050a437/
874092,"Diane, I'm holding in my hand a small box of chocolate bunnies."
17859612,"Student of Computer Engineering at Universitat Polit??cnica de Catalunya (UPC, FIB), trying to carry on my personal projects, out and within Github."
16106688,Full Stack Junior Web Developer. I recently graduated from Enspiral's Dev Academy @dev-academy-programme 
33380542,self taught Front-end developer. I'm looking for a job ;)
8928206,Learning ability is a gift.
8266111,Don't be Lazy 
5102374,"Hello, My Self Harsh Shah aka Harshcrop.I am a Simple Human being who loves to code, Do Ethical Hacks for good, Electronic Hacker."
1379849,"Peruvian my hearth, American my passion and Coder my life!"
17114261,"UofT Third year,Into AI, Machine Learning and Computer Systems.
"
6782951, I'm allergic to bees and cats
23560337,"Student of computation at Federal University of Campina Grande, PB - Brazil, 23 years"
25215475,"Fullstack Developer from Atlanta, Ga. Avid fan of all things Music and Technology. Follow me here on GitHub to keep up with all of my coding adventures!"
5900563,?????????????????????????????????????????????
10953503,4/5 stars on Yelp
4029749,Bios are an exercise in vanity
17750505,I am a PHP Developer based in London (UK).
2001688,HPC
30792043,Crazy Coder & Program lover 
759522,Engineering student and startup entrepreneur. Software Developer for @safkatsolutions and working as a freelancer.
19627551,Junior iOS Developer
15049793,"I am a third-year electrical engineering under-graduate at IIT Bombay.
"
24255938,"Hi, I am Abderrahmene, I have Master degree in computer science and I am  Mobile / Web application developer,"
11249408,Frontend Developer
16954968,"Keyboard nerd who has no idea what he's doing
"
6231413,I'm just an economist who learned to program in Python.
29549446,"Hi! I'm Rafael, 18 yo and Brazillian.

My main interests are:

Game development and game design
Music
Computer Graphics
AI
Psycology"
6828793,I'm majoring in Econometrics.
3676938,"Interested in distributed systems, storage and infrastructure."
14335374,"Owner of Viking Gaming, also learning how to code stuff!"
6624661,"Software Developer, CTO and partner at Sotero Tech. Passionate about code, web, clean code and challenges."
21149864,Android developer
554079,"A Software Engineer based in Spain. Loving Python, Django, Web Scraping and complex data pipelines."
24653161,????????????????????????
18182217,"Second year college student, first year CS major. I love WEB development and working with both SWIFT and Javascript"
19190221,What I gave to remember that heavenly state
17889145,"Passionate FullStack Developer Working With Python,Ruby,Node And Other Cool Stuff.Open Source Designer, and CEO @Herdiguz, founder  @Neewoi"
1633368,I see sharp @getsentry
33644961,??????
18559798,"Comme je d??veloppe des applications web, je d??veloppe aussi ma ma??trise en informatique et mon amour pour le d??veloppement."
3772255,|   ???? ???? ????|
17361407,"PHP, Swift, Android, R, Python, JavaScript, AJAX"
28039437,Currently a student at Galvanize Immersive Web Development in NYC!
3526586,"is this where the password goes

hunter2"
849044,Cyclist. Lover of FP and Chromebooks.
6449244,Passionate Software Developer 
26062244,"Chan , Metro Student"
8191965,Tentando conciliar tempo e o gosto por programa????o.
15329207,a little curious junior developer
683117,eXperience Technologist // JS specialist // Hates monolithism
32536308,"Estudiante de Desarrollo de aplicaciones web en el IES Campanillas. 
Idiomas >> ???????? ????????"
21142903,"Machine Learning;
Networking;Web Dev

Python/C++/JS"
28117506,"Environmental Science & 
Natural History digitization."
31961957,"A student in UCAS, Computer Science and Technology."
22191047,"Junior Frontend | 
Vanilla JS, NodeJS"
7708023,Hi this is Md Salahuddin Khan. I'm working as Web & Application Developer at MegamindIT. I Love to write Coding.
351316,Founder @youhack
18074632,"Data Geek ; 
Electrical,Telecom and Computer Engineer 
"
433657,I like making things.
17724564,Objective-C && Swift
8016086,Product designer. Full-time noticer of things. Life goal: to be known for the audacity of my curiosity & an uncrushable kindness.
28596505,hmmm
17001339,Application & Software Quality Assurance
2566383,????????????????????????
23302285,"I'm good at in programming, C, C++, Java ,Html or CSS."
12044178,"Automation Engineer interested in numerical computing, AI and ML."
17992720, Poetic Dev - Open Source - MasterDoer
152584,"Software Engineer, Team Lead, and Platform Owner"
2077289,"Part of @thephpleague, wrote league/container and league/route."
7265462,Autodidact working as a Software Consultant
24237454,"????????? ??????!!       


"
5033349,"Believes in more actual work, less meta work."
1331435,A bug is never just a mistake.
5587417,Data Scientist in @Cliengo Java/Javascript/Python Developer. AWS User.
1524134,"During the day i'm a web developer, during the night i'm a caped crusader"
29461007,"???????????? ????????????
???????????? ????????????"
4794758,Full Stack Developer LAMP and JS Lover
7130007,An English-JavaScript-developer in New York.
404877,"Microsoft MVP, SharePoint Lover , father . "
1937331,?????????????????????
692631,Chief Technology Officer/Security Consultant @ Adler Hosting
9813635,Think More And do it.
10347891,android coder
942614,"A Linux SysAdmin
Current working with aws, terraform, ansible, and Python."
17605895,?????? Javava~~
818761,Programming enthusiast
16905037,"CS graduate from Ryerson University. 
Data Scientist Intern/Full Stack Developer."
19401925,I am a software engineer living in the Bay Area who enjoys building things. I have a passion for problem-solving and love seeing the impact of my work. 
10517162,Ga??tan GOUZI
9395097,Symfony Developer at brandung.de
16304367,"IT Technical Course
Computer Engineering Student
Junior Web Developer"
34054955,"Live, eat, breathe code.
Visual Artist turned fullstack JavaScript developer

-Website being redone from scratch"
3695283,software engineer
10003885,Computer Science Student @ University of Manitoba
17504940,"Goth / alternative photographer, event promoter, author, web designer, and indie video game developer of debatable acclaim."
33767621,Blog Bahasa Indonesia. Berbagi Pengalaman Pribadi.
1378882,?????????
19717484,PhD
380327,"Software Developer
enthusiastic  #js #react #graphql #meteor #java #spring"
22493107,Kiev-Mohyl academy student
15618412,PhD candidate | Colorado State | genetic diversity | big time grass nerd http://youtu.be/InG0a0hbhVs
22584330,"I'm India based developer and AI researcher.
"
3896160,Learning goes beyond classrooms and national boundaries. 
19334619,Estudante de An??lise e Desenvolvimento de Sistemas no IFPB - Campus Cajazeiras
24255434,"Well basic stuff  here ...

Just for simple test"
1723958,"Coder, slowly becoming a rider."
774297,"""At one point I used to do real work here."" 

Haircare advisor to @tyler"
7276634,iOS Developer
21956662,Tech Enthusiast
26333322,Front-End Web Developer with 8 years experience in business development and digital marketing. Certified Google AdWords & Analytics professional.
1263585,Software Developer and Aspiring Entrepreneur
15654011,"fields of interest : 
Node JS
IOT
Python
MQTT
Raspberry Pi
Information Security / Cyber"
885329,Making Software suck less!
1003319,"Test Automation Engineer
#QA #Automation #Cucumber #REST_API #WebDriver #Ranorex #Postman #Ruby #RoR #JS #JS #BDD #TDD #Agile #AI #ML #Performace_Testing"
28814424,Currently enrolled at TIY Atlanta
20177996,?????????????????????????????????????????????
1547430,"Verified amateur since 1989, essentially just doing Z80 now"
15214043,"????????????
"
32920544,"Full Stack Web/Applications Developer. University of Arizona.
{Pending Professional Headshot}"
31375967,"Student at Wroc??aw University of Techonology, taking a degree in Computer Science."
20062642,Machine Learning/Data Science/Big Data Enthusiast+Java Developer
30981465,"Freelancer | Technophile | CSE undergrad at IIT Patna, Web Developer(CSS, JS, Angular 2/4, React, Java server, REST APIs) ,C++/Python Programmer."
12527666,iOS Developer / Student of the Lobachevsky State University (UNN)
9028946,Deep Learner
31810095,"A new ECE graduate from Carleton University. 
Searching for a front-end job.
On the way to be a full-stack developer."
210906,"Consultant @RedElastic. Ex Lightbend. All things Scala, Play, Akka, distributed systems."
29167041,IT Project Manager/Scrum Master. UNT Grad Student/Alumni. Astros baseball. Coffee.
25267581,Founder of @SmoreSoftware & @QuantumDevs 
16969415,Tech-enthusiast
10736437,Developer???Idealist
6607304,"PhD Computer Science at Keele University (Usability, Software Design and Systems Engineering)"
23252753,I am just an ordinary fatboy.....!
34661053,programmer in Python
351297,"PhD student in computer science at University of California, Berkeley."
18070833,Nothing available.
2250769,Software Engineer at Space Telescope Science Institute
6985729,"Texas A&M University
Proud-Aggie, ex-Samsung, ex-Symantec"
6103804,"Software Engineer, Web Developer and Designer"
30857676,iOS???????????????
25168364,"Mobile Application developer &
Web developer"
15332977,"Computer science enthusiast; I love all topics and languages and cannot stop writing code and studying.

Hunting IOT & firmware bugs to see where it takes me"
7418285,?????? ??? ?????????
17796156,a good boy
26631940,QA - An??lise e Automa????o de Testes.
2695717,?????????????????????
3676773,"Data Scientist, Learner, Experimenter"
13525321,Mestrando em Ci??ncia da Computa????o - UFPI. Realiza pesquisas na ??rea de Engenharia de Software
10561324,Bio!
19145909,2014 CS @ PKU
23331838,"In order to live, we run around ???"
12532491,Android developer 
1347721,this account for the general ICT interests
13842986,"* Center for Parallel Computing at Utah.

* Graduate Research Assistant

* PhD Student

* DNN Model Compression Researcher"
7294931,"I like trains.
But I like coding more"
14872795,Estudiante de Ingenieria Informatica en la UJI
25167166,Web Developer | Android Developer | NSIT Student
11908835,"A systems analyst is an information technology professional who specializes in analyzing, designing and implementing information systems. Systems analysts asset"
16874139,Hey! I'm a 14-year-old programmer who's often confused and loves reading books.
13261459,"Computer Science Graduate from Ryerson University with a passion in graphics, virtual reality, and web development."
17643602,Web Designer (BAC2) - HEPL - 20yo 
1061323,?????????UI???UE???FE???RD???SQL???OP ???????????????????????????
18008595,Data Scientist
9407797,Software and stuff.
10575738,Software Engineer at Lyft . University of Michigan Computer Science alumni.
360631,two tone
659346,tt
313285,CTO @8villages
8171661,"Open source, from Xixsuse with love"
17345459,Full Stack Web Developer and Designer
8471891,I and me are always too deep in conversation. ~ Friedrich Nietzsche
12559723,I love to Code :smiley:
22915541,Computer engineering student
19475446,I want to understand things clearly and explain them well.
19387465,RWTH CS/Englisch language
23206903,???????????????????????????
25418250,"Hello there ...
(@flo071)"
16390331,"#cs-student @ L'Aquila, Italy"
24546638,"Student, 21 y.o."
12788852,Mechanical Engineer and Master in Electronic Engineering
3819793,"PhD student at the Max Planck Institute for Astrophysics, Garching bei M??nchen, Germany."
12232167,Computer Engineer & Science Addict & Gamer
28611565,future ui/ux designer or front end | freelance developer | aspiring for greatness  ???
9191638,Feminist UX Engineer
10125748,?????????????????????
7466277,Aha! Cool!
5386029,This is mostly stuff I tinker with on planes and trains or when I'm trying to learn new things to stay current.
26744498,"CS Student
Fast-NUCES
Karachi
Pakistan"
27334096,"????????????,????????????"
1512453,catal?? barcelon?? en perill d'extinci??
10548750,Add a bio
15939645,??????!
23067206,baby engineer @WorkBravely
26945443,"University of Caldas,Colombia

Front-End programmer in training. 
"
31248127,"A Full Stack Developer trained in HTML5, CSS3, PHP, MySQL, Javascript, Node.ks, React.js and MongoDB"
13680129,Computer Science Graduate @ Johns Hopkins University
22547262,@dawnrparty
6020462,"I'm a UI/UX designer, developer, entrepreneur, partner, consultant, expert, and father."
3536770,Freelance iOS Developer & Designer
926362,"Engineer @ BitGuild. Ex Product Manager turned Software Engineer. Worked at FreeCodeCamp, Flow State Media, founder at FutureGift.

JS > * "
15276774,front end developer
16332623,@JakeWharton a
30467132,Strategic Marketing and Communications student at MICA | 2016-2018. Marketing Analytics Major. Beginner in R.
1524357,CS student at Tokyo University of Agriculture and Technology.
130560,software craftsman
22368337,??????????????????????????????
10705231,Studying Computer Science at UBC
655320,Just a tech
6605678,Software Engineer - Front-End
6208736,visual art and some software things.
31423437,Galvanize Denver Web Development g70WD
4934432,Software Engineer at @beatport 
12116279,Passionate coder. Love problem solving. Pursuing B.tech in Computer Science
18545742,Full Stack Web Developer building apps with Ruby and JavaScript. 
8160540,utsc 2020
10604798,Mobile Developer. a man with huge ambition for sharing
19049022,ReactJS Developer
25161540,Software Developer. 
482942,Full Stack Web Developer - Freelancer
2963353,Software developer - Salesforce / iOS
29914179,Blockchain Engineer | Blue Chip Contractor | Creative Director | Developer | Researcher | Crypto Investor | Alien Hybrid
2995107,A happy Go developer and DevOps engineer!
6703714,"Volt, Dr Volt"
5803250,"Python | R | SQL | IoT (Rasp ,Arduino) | Linux kernel | Data Science"
7806552,Less is more
16480077,I build stuff. Working to git good.
28532932,"Pillow Studio Senior Streatgist
Deep Learning, NLP , Web Develop
"
12432699,Digging deep the web.
4369867,Developer since 2001 - Automation since 2004 - R&D since 2014 - own R&D company since 2017
24802231,I enjoy programming and looking to improve on my knowledge here on Github by collaborating with others. Favourite language is Java.
7680392,"Programmer, Mathematician, Developer, Fast Learner."
26718866,"A Postgraduate data science student at City, University of London.

"
13391139,day day up
18423435,???????????????????????????????????????????????????...
29499096,I am new to programming. I work in a hospital as a clerk.
3673977,I enjoy spaghetti
19665624,"Ten thousand years is too long, seize the day, seize the hour."
389,"Human. Programmer. Director of Engineering at @goldstar in Portland, Oregon. Formerly: @hashrocket."
8665738,"Dispatching some goroutines.
Passionate learner."
17616996,Human (probable)
31893252,"Master student in Software Engineering at ISTIC (Rennes, France)
(BitBucket Link : https://bitbucket.org/AurelienAnne/)"
24324909,Hacettepe University | Computer Engineering
22039209,Web Application Developer
22281912,Recent Computer Science graduate.
22561712,"FEFU student, musician"
3168733,"Father of two wonderful girls, music lover, casual gamer. Pixelpusher and Websitewrangler at Smashing Magazine."
3190734,oh bla bla
645715,"I like coding. There is no bad language, there is only bad attitude.  Here you can find some of my experiments with ruby/js/swift/obj-c/whatever."
13514230,Node+Mongo+ES6+React-native
16051641,"Empres??rio.
Estud. de Engenharia de Software, 4?? ano.
Desenvolvedor de Software Aplicativo.
Programador.
Tecn??logo em Inform??tica. 
Designer de Interior."
